student_id,exam_year,eapcet_score,predicted_rank,rank_band,data_confidence,source_type
17825,2023,129.16,113,Top 1000,medium,derived
17826,2024,149.0,27,Top 100,medium,derived
17827,2023,108.43,438,Top 1000,medium,derived
17828,2022,122.66,193,Top 1000,medium,derived
17829,2024,111.51,881,Top 1000,medium,derived
17830,2025,110.59,375,Top 1000,high,exact
17831,2025,62.16,15384,Top 50000,high,exact
17832,2021,148.42,27,Top 100,medium,derived
17833,2024,149.82,18,Top 100,medium,derived
17834,2025,46.22,90227,Above 50000,high,exact
17835,2024,101.98,1360,Top 10000,medium,derived
17836,2025,49.03,60768,Above 50000,high,exact
17837,2024,114.17,859,Top 1000,medium,derived
17838,2024,154.93,9,Top 100,medium,derived
17839,2024,149.7,21,Top 100,medium,derived
17840,2023,148.51,25,Top 100,medium,derived
17841,2023,157.74,2,Top 100,medium,derived
17842,2025,46.29,89608,Above 50000,high,exact
17843,2024,100.45,1469,Top 10000,medium,derived
17844,2023,133.09,84,Top 100,medium,derived
17845,2022,63.43,18593,Top 50000,medium,derived
17846,2023,108.25,445,Top 1000,medium,derived
17847,2024,112.72,897,Top 1000,medium,derived
17848,2024,144.67,58,Top 100,medium,derived
17849,2021,68.96,8036,Top 10000,medium,derived
17850,2023,106.7,468,Top 1000,medium,derived
17851,2023,66.97,12476,Top 50000,medium,derived
17852,2025,58.68,19112,Top 50000,high,exact
17853,2023,96.91,968,Top 1000,medium,derived
17854,2025,97.31,1014,Top 10000,high,exact
17855,2022,51.66,56751,Above 50000,medium,derived
17856,2025,69.22,8548,Top 10000,high,exact
17857,2024,110.6,901,Top 1000,medium,derived
17858,2025,150.49,3,Top 100,high,exact
17859,2025,43.53,114146,Above 50000,high,exact
17860,2025,41.16,162634,Above 50000,high,exact
17861,2022,93.62,1059,Top 10000,medium,derived
17862,2024,140.32,103,Top 1000,medium,derived
17863,2024,147.51,34,Top 100,medium,derived
17864,2022,61.55,19591,Top 50000,medium,derived
17865,2024,160.26,4,Top 100,medium,derived
17866,2024,127.85,351,Top 1000,medium,derived
17867,2021,107.58,587,Top 1000,medium,derived
17868,2021,50.94,48705,Top 50000,medium,derived
17869,2021,96.27,1331,Top 10000,medium,derived
17870,2025,45.15,106551,Above 50000,high,exact
17871,2023,116.36,252,Top 1000,medium,derived
17872,2024,41.85,165066,Above 50000,medium,derived
17873,2024,151.13,19,Top 100,medium,derived
17874,2022,67.95,8384,Top 10000,medium,derived
17875,2024,135.91,175,Top 1000,medium,derived
17876,2021,122.79,215,Top 1000,medium,derived
17877,2022,143.42,38,Top 100,medium,derived
17878,2025,52.02,38751,Top 50000,high,exact
17879,2025,65.68,11855,Top 50000,high,exact
17880,2025,44.14,111645,Above 50000,high,exact
17881,2024,108.24,1078,Top 10000,medium,derived
17882,2022,102.95,650,Top 1000,medium,derived
17883,2023,121.66,194,Top 1000,medium,derived
17884,2025,109.39,416,Top 1000,high,exact
17885,2023,58.98,27613,Top 50000,medium,derived
17886,2023,51.71,46652,Top 50000,medium,derived
17887,2024,156.77,10,Top 100,medium,derived
17888,2021,72.11,7590,Top 10000,medium,derived
17889,2025,43.54,122762,Above 50000,high,exact
17890,2021,154.64,10,Top 100,medium,derived
17891,2022,62.1,16456,Top 50000,medium,derived
17892,2024,139.85,132,Top 1000,medium,derived
17893,2024,160.51,1,Top 100,medium,derived
17894,2021,66.39,12200,Top 50000,medium,derived
17895,2022,137.37,59,Top 100,medium,derived
17896,2023,45.93,111287,Above 50000,medium,derived
17897,2023,118.31,221,Top 1000,medium,derived
17898,2021,127.92,139,Top 1000,medium,derived
17899,2025,103.85,621,Top 1000,high,exact
17900,2022,86.33,1676,Top 10000,medium,derived
17901,2022,123.14,149,Top 1000,medium,derived
17902,2024,157.36,1,Top 100,medium,derived
17903,2025,60.88,16776,Top 50000,high,exact
17904,2025,47.25,81779,Above 50000,high,exact
17905,2024,157.5,4,Top 100,medium,derived
17906,2025,48.38,61886,Above 50000,high,exact
17907,2025,45.54,96994,Above 50000,high,exact
17908,2022,127.84,127,Top 1000,medium,derived
17909,2025,101.22,769,Top 1000,high,exact
17910,2023,78.91,3851,Top 10000,medium,derived
17911,2022,67.04,10544,Top 50000,medium,derived
17912,2025,64.2,14198,Top 50000,high,exact
17913,2021,118.14,258,Top 1000,medium,derived
17914,2023,153.95,10,Top 100,medium,derived
17915,2024,126.69,433,Top 1000,medium,derived
17916,2024,115.92,802,Top 1000,medium,derived
17917,2025,84.2,2898,Top 10000,high,exact
17918,2025,73.63,6035,Top 10000,high,exact
17919,2024,117.52,671,Top 1000,medium,derived
17920,2021,104.27,633,Top 1000,medium,derived
17921,2022,73.42,5717,Top 10000,medium,derived
17922,2025,66.18,11280,Top 50000,high,exact
17923,2024,72.62,7090,Top 10000,medium,derived
17924,2025,43.27,121923,Above 50000,high,exact
17925,2025,47.57,74690,Above 50000,high,exact
17926,2023,103.4,578,Top 1000,medium,derived
17927,2023,122.03,172,Top 1000,medium,derived
17928,2025,138.49,15,Top 100,high,exact
17929,2024,130.56,277,Top 1000,medium,derived
17930,2021,82.27,3338,Top 10000,medium,derived
17931,2025,68.82,9163,Top 10000,high,exact
17932,2024,121.62,554,Top 1000,medium,derived
17933,2023,107.29,460,Top 1000,medium,derived
17934,2025,100.6,794,Top 1000,high,exact
17935,2022,41.46,127815,Above 50000,medium,derived
17936,2023,81.11,2981,Top 10000,medium,derived
17937,2021,109.02,485,Top 1000,medium,derived
17938,2022,46.68,91411,Above 50000,medium,derived
17939,2025,117.44,234,Top 1000,high,exact
17940,2021,153.98,8,Top 100,medium,derived
17941,2021,47.29,66184,Above 50000,medium,derived
17942,2021,84.24,2959,Top 10000,medium,derived
17943,2025,111.82,347,Top 1000,high,exact
17944,2025,102.21,745,Top 1000,high,exact
17945,2025,74.26,5778,Top 10000,high,exact
17946,2025,51.19,46422,Top 50000,high,exact
17947,2024,72.16,6967,Top 10000,medium,derived
17948,2024,110.55,1016,Top 10000,medium,derived
17949,2024,115.41,775,Top 1000,medium,derived
17950,2024,135.96,188,Top 1000,medium,derived
17951,2021,67.98,7825,Top 10000,medium,derived
17952,2023,77.07,3926,Top 10000,medium,derived
17953,2025,96.43,1059,Top 10000,high,exact
17954,2024,61.59,18255,Top 50000,medium,derived
17955,2023,78.89,3883,Top 10000,medium,derived
17956,2025,97.37,1055,Top 10000,high,exact
17957,2023,73.08,6793,Top 10000,medium,derived
17958,2024,117.86,640,Top 1000,medium,derived
17959,2024,148.48,27,Top 100,medium,derived
17960,2021,42.28,118053,Above 50000,medium,derived
17961,2024,111.78,920,Top 1000,medium,derived
17962,2025,141.89,10,Top 100,high,exact
17963,2024,124.75,433,Top 1000,medium,derived
17964,2024,144.48,52,Top 100,medium,derived
17965,2023,91.18,1375,Top 10000,medium,derived
17966,2024,101.82,1408,Top 10000,medium,derived
17967,2022,126.87,144,Top 1000,medium,derived
17968,2025,48.52,64005,Above 50000,high,exact
17969,2025,43.21,122524,Above 50000,high,exact
17970,2025,54.22,29266,Top 50000,high,exact
17971,2021,106.26,593,Top 1000,medium,derived
17972,2025,45.84,87629,Above 50000,high,exact
17973,2025,47.43,82531,Above 50000,high,exact
17974,2025,47.55,71629,Above 50000,high,exact
17975,2024,100.51,1361,Top 10000,medium,derived
17976,2025,63.9,12685,Top 50000,high,exact
17977,2024,105.69,1125,Top 10000,medium,derived
17978,2021,76.84,4996,Top 10000,medium,derived
17979,2023,129.91,113,Top 1000,medium,derived
17980,2021,56.34,23365,Top 50000,medium,derived
17981,2023,92.92,1172,Top 10000,medium,derived
17982,2024,157.37,3,Top 100,medium,derived
17983,2024,134.73,196,Top 1000,medium,derived
17984,2025,77.61,4308,Top 10000,high,exact
17985,2025,106.64,497,Top 1000,high,exact
17986,2025,110.59,369,Top 1000,high,exact
17987,2022,143.8,36,Top 100,medium,derived
17988,2023,148.44,19,Top 100,medium,derived
17989,2024,112.95,801,Top 1000,medium,derived
17990,2023,148.23,25,Top 100,medium,derived
17991,2025,41.66,145597,Above 50000,high,exact
17992,2021,112.11,434,Top 1000,medium,derived
17993,2024,137.74,150,Top 1000,medium,derived
17994,2024,133.36,223,Top 1000,medium,derived
17995,2021,78.48,4450,Top 10000,medium,derived
17996,2025,88.24,1961,Top 10000,high,exact
17997,2023,133.23,85,Top 100,medium,derived
17998,2024,159.8,2,Top 100,medium,derived
17999,2023,66.88,11514,Top 50000,medium,derived
18000,2025,109.54,416,Top 1000,high,exact
18001,2024,120.49,562,Top 1000,medium,derived
18002,2023,143.07,42,Top 100,medium,derived
18003,2024,136.92,179,Top 1000,medium,derived
18004,2024,156.64,4,Top 100,medium,derived
18005,2023,144.81,30,Top 100,medium,derived
18006,2021,87.6,2380,Top 10000,medium,derived
18007,2024,157.73,6,Top 100,medium,derived
18008,2022,62.42,17558,Top 50000,medium,derived
18009,2024,111.34,940,Top 1000,medium,derived
18010,2025,120.8,173,Top 1000,high,exact
18011,2021,43.16,104282,Above 50000,medium,derived
18012,2025,47.42,85749,Above 50000,high,exact
18013,2025,43.26,121659,Above 50000,high,exact
18014,2025,50.58,48949,Top 50000,high,exact
18015,2025,41.27,143138,Above 50000,high,exact
18016,2023,97.05,1078,Top 10000,medium,derived
18017,2023,132.09,99,Top 100,medium,derived
18018,2021,139.89,60,Top 100,medium,derived
18019,2024,138.91,133,Top 1000,medium,derived
18020,2023,101.49,700,Top 1000,medium,derived
18021,2024,105.77,1193,Top 10000,medium,derived
18022,2025,111.79,349,Top 1000,high,exact
18023,2021,104.67,698,Top 1000,medium,derived
18024,2022,112.4,341,Top 1000,medium,derived
18025,2021,52.04,45952,Top 50000,medium,derived
18026,2024,108.65,1078,Top 10000,medium,derived
18027,2025,138.96,17,Top 100,high,exact
18028,2024,131.27,287,Top 1000,medium,derived
18029,2023,129.1,114,Top 1000,medium,derived
18030,2025,82.55,3028,Top 10000,high,exact
18031,2025,61.56,16511,Top 50000,high,exact
18032,2021,143.65,48,Top 100,medium,derived
18033,2024,154.83,10,Top 100,medium,derived
18034,2021,149.35,28,Top 100,medium,derived
18035,2025,50.54,50271,Above 50000,high,exact
18036,2024,72.77,5913,Top 10000,medium,derived
18037,2023,97.45,880,Top 1000,medium,derived
18038,2023,87.93,1503,Top 10000,medium,derived
18039,2024,145.7,46,Top 100,medium,derived
18040,2021,97.08,1225,Top 10000,medium,derived
18041,2025,40.39,163562,Above 50000,high,exact
18042,2022,146.44,29,Top 100,medium,derived
18043,2024,143.57,65,Top 100,medium,derived
18044,2023,109.93,404,Top 1000,medium,derived
18045,2024,40.29,212274,Above 50000,medium,derived
18046,2023,62.6,16846,Top 50000,medium,derived
18047,2025,58.53,21447,Top 50000,high,exact
18048,2025,129.69,70,Top 100,high,exact
18049,2024,133.79,221,Top 1000,medium,derived
18050,2025,55.34,28544,Top 50000,high,exact
18051,2025,43.54,120367,Above 50000,high,exact
18052,2023,148.77,21,Top 100,medium,derived
18053,2025,69.38,7910,Top 10000,high,exact
18054,2024,111.33,926,Top 1000,medium,derived
18055,2023,113.18,279,Top 1000,medium,derived
18056,2022,82.4,3012,Top 10000,medium,derived
18057,2021,132.95,97,Top 100,medium,derived
18058,2025,110.56,372,Top 1000,high,exact
18059,2025,57.38,22574,Top 50000,high,exact
18060,2024,158.72,1,Top 100,medium,derived
18061,2024,144.78,61,Top 100,medium,derived
18062,2021,129.39,140,Top 1000,medium,derived
18063,2023,146.87,32,Top 100,medium,derived
18064,2025,40.4,172663,Above 50000,high,exact
18065,2024,113.76,808,Top 1000,medium,derived
18066,2023,108.67,405,Top 1000,medium,derived
18067,2025,66.9,10786,Top 50000,high,exact
18068,2024,124.77,422,Top 1000,medium,derived
18069,2021,90.94,1787,Top 10000,medium,derived
18070,2025,47.05,78513,Above 50000,high,exact
18071,2025,70.48,7762,Top 10000,high,exact
18072,2024,110.6,987,Top 1000,medium,derived
18073,2024,132.53,216,Top 1000,medium,derived
18074,2024,119.25,669,Top 1000,medium,derived
18075,2024,112.28,835,Top 1000,medium,derived
18076,2022,96.75,939,Top 1000,medium,derived
18077,2025,40.46,159806,Above 50000,high,exact
18078,2024,145.87,49,Top 100,medium,derived
18079,2025,88.79,1922,Top 10000,high,exact
18080,2022,127.99,126,Top 1000,medium,derived
18081,2022,62.17,17409,Top 50000,medium,derived
18082,2025,45.22,93732,Above 50000,high,exact
18083,2025,43.25,121207,Above 50000,high,exact
18084,2024,120.63,589,Top 1000,medium,derived
18085,2024,112.15,858,Top 1000,medium,derived
18086,2024,110.68,1071,Top 10000,medium,derived
18087,2021,93.69,1716,Top 10000,medium,derived
18088,2023,104.25,556,Top 1000,medium,derived
18089,2024,102.53,1373,Top 10000,medium,derived
18090,2025,127.9,86,Top 100,high,exact
18091,2023,138.75,57,Top 100,medium,derived
18092,2025,42.15,136392,Above 50000,high,exact
18093,2021,132.7,102,Top 1000,medium,derived
18094,2023,61.57,20114,Top 50000,medium,derived
18095,2025,88.68,1968,Top 10000,high,exact
18096,2022,61.67,16429,Top 50000,medium,derived
18097,2022,78.77,4440,Top 10000,medium,derived
18098,2025,40.52,167358,Above 50000,high,exact
18099,2023,93.55,1287,Top 10000,medium,derived
18100,2023,76.62,4789,Top 10000,medium,derived
18101,2025,128.83,72,Top 100,high,exact
18102,2025,44.28,106010,Above 50000,high,exact
18103,2025,45.05,104072,Above 50000,high,exact
18104,2024,126.33,351,Top 1000,medium,derived
18105,2025,92.77,1411,Top 10000,high,exact
18106,2023,60.41,22162,Top 50000,medium,derived
18107,2025,43.18,123990,Above 50000,high,exact
18108,2025,40.4,158892,Above 50000,high,exact
18109,2023,147.86,19,Top 100,medium,derived
18110,2023,40.36,144594,Above 50000,medium,derived
18111,2021,45.22,79696,Above 50000,medium,derived
18112,2024,41.67,143619,Above 50000,medium,derived
18113,2025,58.49,20271,Top 50000,high,exact
18114,2025,82.31,3275,Top 10000,high,exact
18115,2023,143.93,34,Top 100,medium,derived
18116,2022,136.05,63,Top 100,medium,derived
18117,2021,131.24,128,Top 1000,medium,derived
18118,2021,94.12,1656,Top 10000,medium,derived
18119,2025,51.24,48878,Top 50000,high,exact
18120,2024,139.85,130,Top 1000,medium,derived
18121,2025,40.67,153277,Above 50000,high,exact
18122,2021,126.72,157,Top 1000,medium,derived
18123,2023,56.75,27436,Top 50000,medium,derived
18124,2024,44.8,105494,Above 50000,medium,derived
18125,2023,62.91,13283,Top 50000,medium,derived
18126,2021,158.36,6,Top 100,medium,derived
18127,2025,117.47,231,Top 1000,high,exact
18128,2023,106.87,433,Top 1000,medium,derived
18129,2025,62.52,14606,Top 50000,high,exact
18130,2022,121.82,182,Top 1000,medium,derived
18131,2025,40.45,156709,Above 50000,high,exact
18132,2024,114.42,812,Top 1000,medium,derived
18133,2025,76.78,4589,Top 10000,high,exact
18134,2024,121.7,546,Top 1000,medium,derived
18135,2025,43.2,139996,Above 50000,high,exact
18136,2024,154.56,11,Top 100,medium,derived
18137,2024,114.91,836,Top 1000,medium,derived
18138,2021,159.73,1,Top 100,medium,derived
18139,2021,46.7,69258,Above 50000,medium,derived
18140,2024,100.3,1418,Top 10000,medium,derived
18141,2025,142.47,8,Top 100,high,exact
18142,2023,123.86,171,Top 1000,medium,derived
18143,2025,147.86,6,Top 100,medium,interpolated
18144,2021,133.36,106,Top 1000,medium,derived
18145,2025,70.13,7752,Top 10000,high,exact
18146,2024,111.32,903,Top 1000,medium,derived
18147,2025,44.09,112832,Above 50000,high,exact
18148,2023,140.89,47,Top 100,medium,derived
18149,2023,40.8,144973,Above 50000,medium,derived
18150,2022,78.11,3797,Top 10000,medium,derived
18151,2024,134.25,199,Top 1000,medium,derived
18152,2025,110.64,361,Top 1000,high,exact
18153,2023,128.99,116,Top 1000,medium,derived
18154,2025,96.19,1159,Top 10000,high,exact
18155,2024,100.59,1333,Top 10000,medium,derived
18156,2021,50.05,55617,Above 50000,medium,derived
18157,2025,103.9,631,Top 1000,high,exact
18158,2024,72.15,6755,Top 10000,medium,derived
18159,2023,149.8,19,Top 100,medium,derived
18160,2025,43.84,126516,Above 50000,high,exact
18161,2023,157.16,5,Top 100,medium,derived
18162,2023,117.83,225,Top 1000,medium,derived
18163,2023,45.67,115789,Above 50000,medium,derived
18164,2025,86.09,2430,Top 10000,high,exact
18165,2024,119.51,627,Top 1000,medium,derived
18166,2022,154.34,12,Top 100,medium,derived
18167,2023,53.06,43298,Top 50000,medium,derived
18168,2025,66.41,11051,Top 50000,high,exact
18169,2022,96.59,995,Top 1000,medium,derived
18170,2025,42.45,136923,Above 50000,high,exact
18171,2025,128.74,83,Top 100,high,exact
18172,2024,113.33,811,Top 1000,medium,derived
18173,2025,89.54,1639,Top 10000,high,exact
18174,2025,144.61,6,Top 100,medium,interpolated
18175,2025,154.44,2,Top 100,medium,interpolated
18176,2023,76.02,5011,Top 10000,medium,derived
18177,2024,142.93,77,Top 100,medium,derived
18178,2025,89.58,1982,Top 10000,high,exact
18179,2021,118.19,273,Top 1000,medium,derived
18180,2024,127.85,366,Top 1000,medium,derived
18181,2025,103.88,648,Top 1000,high,exact
18182,2025,111.47,337,Top 1000,high,exact
18183,2025,73.07,6440,Top 10000,high,exact
18184,2022,148.97,19,Top 100,medium,derived
18185,2024,155.61,9,Top 100,medium,derived
18186,2025,130.4,63,Top 100,high,exact
18187,2025,83.48,2749,Top 10000,high,exact
18188,2021,45.99,83346,Above 50000,medium,derived
18189,2023,148.35,24,Top 100,medium,derived
18190,2024,117.28,612,Top 1000,medium,derived
18191,2024,143.86,68,Top 100,medium,derived
18192,2025,83.76,2631,Top 10000,high,exact
18193,2025,49.65,55264,Above 50000,high,exact
18194,2025,135.43,26,Top 100,high,exact
18195,2024,122.74,501,Top 1000,medium,derived
18196,2025,40.28,148077,Above 50000,high,exact
18197,2023,153.5,12,Top 100,medium,derived
18198,2025,106.56,471,Top 1000,high,exact
18199,2023,95.96,1161,Top 10000,medium,derived
18200,2021,138.03,66,Top 100,medium,derived
18201,2024,154.83,8,Top 100,medium,derived
18202,2024,112.26,883,Top 1000,medium,derived
18203,2023,157.41,4,Top 100,medium,derived
18204,2025,44.5,104641,Above 50000,high,exact
18205,2025,153.4,2,Top 100,medium,interpolated
18206,2022,116.29,273,Top 1000,medium,derived
18207,2025,57.6,23109,Top 50000,high,exact
18208,2025,61.27,16245,Top 50000,high,exact
18209,2021,61.82,15518,Top 50000,medium,derived
18210,2021,155.43,9,Top 100,medium,derived
18211,2022,81.69,2684,Top 10000,medium,derived
18212,2023,158.56,5,Top 100,medium,derived
18213,2025,64.4,12287,Top 50000,high,exact
18214,2023,45.44,131631,Above 50000,medium,derived
18215,2025,43.33,131060,Above 50000,high,exact
18216,2025,60.91,17067,Top 50000,high,exact
18217,2025,69.55,7906,Top 10000,high,exact
18218,2024,134.62,198,Top 1000,medium,derived
18219,2025,142.81,9,Top 100,high,exact
18220,2025,44.33,122650,Above 50000,high,exact
18221,2023,114.7,290,Top 1000,medium,derived
18222,2025,117.81,222,Top 1000,high,exact
18223,2023,78.33,4017,Top 10000,medium,derived
18224,2025,42.2,126636,Above 50000,high,exact
18225,2023,56.34,28383,Top 50000,medium,derived
18226,2024,159.78,2,Top 100,medium,derived
18227,2025,55.44,31276,Top 50000,high,exact
18228,2024,154.72,7,Top 100,medium,derived
18229,2024,140.69,104,Top 1000,medium,derived
18230,2023,129.49,115,Top 1000,medium,derived
18231,2021,124.96,157,Top 1000,medium,derived
18232,2023,57.07,25745,Top 50000,medium,derived
18233,2021,104.68,730,Top 1000,medium,derived
18234,2021,92.56,1730,Top 10000,medium,derived
18235,2021,55.11,40297,Top 50000,medium,derived
18236,2023,146.79,28,Top 100,medium,derived
18237,2021,140.56,59,Top 100,medium,derived
18238,2024,152.41,9,Top 100,medium,derived
18239,2021,91.51,1611,Top 10000,medium,derived
18240,2025,74.51,5494,Top 10000,high,exact
18241,2025,95.74,1141,Top 10000,high,exact
18242,2023,142.87,36,Top 100,medium,derived
18243,2025,45.5,94452,Above 50000,high,exact
18244,2024,147.91,36,Top 100,medium,derived
18245,2021,82.78,3356,Top 10000,medium,derived
18246,2023,70.95,6699,Top 10000,medium,derived
18247,2024,116.45,671,Top 1000,medium,derived
18248,2025,59.59,19366,Top 50000,high,exact
18249,2024,140.64,100,Top 100,medium,derived
18250,2025,66.37,11329,Top 50000,high,exact
18251,2025,132.52,42,Top 100,high,exact
18252,2025,87.66,2018,Top 10000,high,exact
18253,2022,152.68,14,Top 100,medium,derived
18254,2022,103.85,573,Top 1000,medium,derived
18255,2022,108.62,456,Top 1000,medium,derived
18256,2025,54.51,32392,Top 50000,high,exact
18257,2025,51.07,48081,Top 50000,high,exact
18258,2024,107.98,1113,Top 10000,medium,derived
18259,2025,64.66,12906,Top 50000,high,exact
18260,2021,142.4,50,Top 100,medium,derived
18261,2025,60.56,17219,Top 50000,high,exact
18262,2023,132.03,94,Top 100,medium,derived
18263,2023,64.35,14903,Top 50000,medium,derived
18264,2023,103.29,558,Top 1000,medium,derived
18265,2025,124.64,117,Top 1000,high,exact
18266,2025,52.83,33343,Top 50000,high,exact
18267,2024,104.47,1158,Top 10000,medium,derived
18268,2024,156.73,3,Top 100,medium,derived
18269,2022,153.11,5,Top 100,medium,derived
18270,2025,128.55,83,Top 100,high,exact
18271,2025,127.57,89,Top 100,high,exact
18272,2023,101.75,631,Top 1000,medium,derived
18273,2024,134.88,217,Top 1000,medium,derived
18274,2023,148.8,22,Top 100,medium,derived
18275,2025,65.72,10779,Top 50000,high,exact
18276,2024,46.26,89367,Above 50000,medium,derived
18277,2025,94.67,1205,Top 10000,high,exact
18278,2025,40.42,167258,Above 50000,high,exact
18279,2021,138.94,66,Top 100,medium,derived
18280,2023,73.48,6124,Top 10000,medium,derived
18281,2025,116.4,261,Top 1000,high,exact
18282,2023,45.21,112288,Above 50000,medium,derived
18283,2022,104.45,536,Top 1000,medium,derived
18284,2021,108.86,539,Top 1000,medium,derived
18285,2024,131.92,281,Top 1000,medium,derived
18286,2022,104.84,513,Top 1000,medium,derived
18287,2025,102.41,675,Top 1000,high,exact
18288,2024,100.56,1484,Top 10000,medium,derived
18289,2023,63.37,16708,Top 50000,medium,derived
18290,2025,40.33,166466,Above 50000,high,exact
18291,2024,40.22,194673,Above 50000,medium,derived
18292,2024,144.61,57,Top 100,medium,derived
18293,2024,113.42,846,Top 1000,medium,derived
18294,2022,67.2,11925,Top 50000,medium,derived
18295,2025,47.3,75600,Above 50000,high,exact
18296,2022,152.03,12,Top 100,medium,derived
18297,2025,99.58,823,Top 1000,high,exact
18298,2025,95.66,1104,Top 10000,high,exact
18299,2024,106.6,1070,Top 10000,medium,derived
18300,2022,118.33,204,Top 1000,medium,derived
18301,2023,73.31,6637,Top 10000,medium,derived
18302,2025,55.61,29467,Top 50000,high,exact
18303,2021,52.64,48256,Top 50000,medium,derived
18304,2023,123.04,157,Top 1000,medium,derived
18305,2024,126.8,377,Top 1000,medium,derived
18306,2023,122.3,184,Top 1000,medium,derived
18307,2021,122.92,219,Top 1000,medium,derived
18308,2024,145.65,46,Top 100,medium,derived
18309,2022,46.68,98720,Above 50000,medium,derived
18310,2023,143.71,32,Top 100,medium,derived
18311,2024,139.24,122,Top 1000,medium,derived
18312,2025,47.18,83190,Above 50000,high,exact
18313,2024,158.37,5,Top 100,medium,derived
18314,2023,141.76,45,Top 100,medium,derived
18315,2025,45.45,96390,Above 50000,high,exact
18316,2022,127.41,138,Top 1000,medium,derived
18317,2024,118.39,648,Top 1000,medium,derived
18318,2025,49.11,62124,Above 50000,high,exact
18319,2025,129.36,75,Top 100,high,exact
18320,2023,136.55,69,Top 100,medium,derived
18321,2023,153.57,12,Top 100,medium,derived
18322,2025,119.61,194,Top 1000,high,exact
18323,2023,140.58,46,Top 100,medium,derived
18324,2025,51.31,47899,Top 50000,high,exact
18325,2023,68.43,10250,Top 50000,medium,derived
18326,2023,46.36,91869,Above 50000,medium,derived
18327,2024,152.43,10,Top 100,medium,derived
18328,2023,152.28,16,Top 100,medium,derived
18329,2024,40.35,215629,Above 50000,medium,derived
18330,2023,139.12,52,Top 100,medium,derived
18331,2021,158.59,3,Top 100,medium,derived
18332,2021,108.68,514,Top 1000,medium,derived
18333,2021,82.19,3559,Top 10000,medium,derived
18334,2021,135.39,92,Top 100,medium,derived
18335,2025,85.76,2259,Top 10000,high,exact
18336,2022,123.19,173,Top 1000,medium,derived
18337,2021,81.08,2658,Top 10000,medium,derived
18338,2024,125.44,472,Top 1000,medium,derived
18339,2022,124.61,150,Top 1000,medium,derived
18340,2025,42.4,133094,Above 50000,high,exact
18341,2025,135.64,25,Top 100,high,exact
18342,2023,134.56,69,Top 100,medium,derived
18343,2023,51.39,57277,Above 50000,medium,derived
18344,2025,99.5,841,Top 1000,high,exact
18345,2023,76.04,5233,Top 10000,medium,derived
18346,2024,146.51,39,Top 100,medium,derived
18347,2025,144.91,3,Top 100,medium,interpolated
18348,2025,50.38,53701,Above 50000,high,exact
18349,2025,127.92,85,Top 100,high,exact
18350,2024,109.72,948,Top 1000,medium,derived
18351,2025,65.73,11360,Top 50000,high,exact
18352,2022,129.16,115,Top 1000,medium,derived
18353,2024,102.73,1364,Top 10000,medium,derived
18354,2024,138.75,149,Top 1000,medium,derived
18355,2025,155.34,8,Top 100,high,exact
18356,2025,123.9,126,Top 1000,high,exact
18357,2024,126.23,359,Top 1000,medium,derived
18358,2025,41.59,150711,Above 50000,high,exact
18359,2025,132.2,38,Top 100,high,exact
18360,2025,47.7,75852,Above 50000,high,exact
18361,2024,151.94,16,Top 100,medium,derived
18362,2022,158.69,2,Top 100,medium,derived
18363,2021,64.31,11207,Top 50000,medium,derived
18364,2021,143.21,46,Top 100,medium,derived
18365,2025,41.21,146848,Above 50000,high,exact
18366,2024,114.28,842,Top 1000,medium,derived
18367,2024,145.4,50,Top 100,medium,derived
18368,2024,103.95,1320,Top 10000,medium,derived
18369,2022,134.02,84,Top 100,medium,derived
18370,2023,105.69,547,Top 1000,medium,derived
18371,2024,100.62,1400,Top 10000,medium,derived
18372,2024,120.82,572,Top 1000,medium,derived
18373,2025,74.91,5619,Top 10000,high,exact
18374,2024,108.91,966,Top 1000,medium,derived
18375,2025,119.82,175,Top 1000,high,exact
18376,2024,126.9,394,Top 1000,medium,derived
18377,2022,42.31,144378,Above 50000,medium,derived
18378,2025,128.71,80,Top 100,high,exact
18379,2023,130.79,100,Top 100,medium,derived
18380,2025,141.41,8,Top 100,high,exact
18381,2025,40.62,156880,Above 50000,high,exact
18382,2023,148.68,20,Top 100,medium,derived
18383,2025,47.07,79239,Above 50000,high,exact
18384,2024,153.57,12,Top 100,medium,derived
18385,2025,141.31,8,Top 100,high,exact
18386,2021,92.67,1842,Top 10000,medium,derived
18387,2024,144.88,54,Top 100,medium,derived
18388,2023,63.91,15042,Top 50000,medium,derived
18389,2025,48.19,75263,Above 50000,high,exact
18390,2025,56.54,27478,Top 50000,high,exact
18391,2025,101.95,727,Top 1000,high,exact
18392,2024,100.75,1533,Top 10000,medium,derived
18393,2024,160.82,7,Top 100,medium,derived
18394,2025,73.69,6473,Top 10000,high,exact
18395,2025,122.45,144,Top 1000,high,exact
18396,2023,143.18,40,Top 100,medium,derived
18397,2024,111.77,972,Top 1000,medium,derived
18398,2023,52.68,47251,Top 50000,medium,derived
18399,2025,48.28,65576,Above 50000,high,exact
18400,2024,139.52,118,Top 1000,medium,derived
18401,2024,101.83,1413,Top 10000,medium,derived
18402,2025,72.14,7282,Top 10000,high,exact
18403,2024,155.7,7,Top 100,medium,derived
18404,2021,72.81,6016,Top 10000,medium,derived
18405,2025,108.77,420,Top 1000,high,exact
18406,2022,75.57,4457,Top 10000,medium,derived
18407,2025,47.43,74431,Above 50000,high,exact
